Name,Address,,State,City,Phone,Email,PPN
Aditya Care Hospital,3-3-148 Beside Civil Hospital  Savaran Street Karimnager,,Telangana,Karimnagar,8782245344,adityacarehospitalknr@gmail.com,No
Aditya Diagnostics And Hospitals,Bordoloi Avenue,,Assam,Dibrugarh,2302219,adityahospitalsdib@gmail.com,No
Aditya Eye Care And Laser Centre,First Floor  Jabade Complex  155 A  Railway Lines  Opp. Lady Dufferien Hospital  Dufferin Chowk  Solapur,,Maharashtra,Solapur,"217-2735720, 2735720",,No
Aditya Eye Clinic,1a Kumar Plaza Nexrt To Wonder Land  8 M G Road,,Maharashtra,Pune,020 - 65290514,adityaeyeclinic@yahoo.com,Yes
Aditya Eye Hospital,1 St Floor  Suryadeep Towers Shopping Complex  Naroda Bank Lane  Opp Sunset Row Houses  Gurukul Road  Memnagar  Ahmedabad,,Gujarat,Ahmedabad,0,adityaeyehospital@gmail.com,No
Aditya Eye Hospital,Judge Mukku  Thrikkakkara  Near Kardinal High School  Kochi.,,Kerala,Ernakulam-Cochin,0484 - 2676115,adityaeyehospitalcochin@gmail.com,No
Aditya Hospital,No. 7  Barnaby Road  Kilpauk,,Tamil Nadu,Chennai,044 - 26411447 / 26411450,adityahospital@gmail.com,Yes
Aditya Hospital,Opp Bharat Petrol Pump  Shanti Nagar Uppal Hyderabad – 500039,,Telangana,Hyderabad,40-33855555,info.uppal@adityahospital.com,Yes
Aditya Hospital,1st Floor  Rabiya Tower CHS LTD  Pancharatna Park,,Maharashtra,Thane,7208396481,ADITYAHOSPITALMIRAROAD@GMAIL.COM,No
Aditya Hospital,Rewa Road,,Madhya Pradesh,Shahdol,9770900731,ADITYAHOSPITAL.SDL@GMAIL.COM,No
Aditya Life Line Pvt. Ltd.,318  Usha Nagar ext.  Indore  Madhya Pradesh,,Madhya Pradesh,Indore,4045239,ADITYAHOSPITAL.TPA@GMAIL.COM,Yes
Aditya Multispeciality Hospitals,D.No. 13.03.52  Gunturuvari Thota  3rd Line,,Andhra Pradesh,Guntur,2220395,ADITYAHOSPITALGUNTUR@GMAIL.COM,No
Aditya Neuro And Spine Speciality Hospital,CIRCULAR ROAD NEAR KANOD GATE,,Haryana,Rewari,221144 / 221212,ADITYA.HEALTHCARE@HOTMAIL.COM,No
Aditya Nursing Home,PLOT NO.27 NEAR GAJANAN MAHARAJ MANDIR KANSAI SECTION AMBERNATH €,,Maharashtra,Ambarnath,2604487,,Yes
Aditya Orthopaedic And Trauma Centre,Sree Shivakumara Swamy Circle  B.H.Road,,Karnataka,Tumkur,0816 - 2260023,adityaortho@yahoo.com,No
Aditya Super Speciality Hospital And Trauma Centre,Opp. Little Kingdom School  Mlb School Road,,Madhya Pradesh,Jabalpur,4218312,jbpadityahospital@gmail.com,No
Adityaj Hospital,Sco 18 F F Phase I   S A S Nagar,,Punjab,Mohali,0172 - 3040278,adityaj@yahoo.co.in,No
Adityavardhan Hospital,SADICCHA TOWER 1 ST FLOOR OLD BOMBAY AGRA ROAD NEXT TO RYAL INN HOTEL,,Maharashtra,Thane,21721331,drgngaikwad@yahoo.co.in,Yes
Adiva Hospitals Pvt Ltd,C-1/C  Green Park Extension,,Delhi,New Delhi,4667270,INFO@ADIVAHOSPITALS.ORG,Yes
Adlakha Hospital,29-RACE COURSE ROAD AMRITSAR,,Punjab,Amritsar,3941770,adlakhahospitalasr@gmail.com,Yes
ADR Hospital,H.No- 4-112/1  Anand Bagh  Malkajgiri,,Telangana,Hyderabad,40-27246394,DRDIVAKER@YAHOO.CO.IN,Yes
Adrm Hospital (Adavally Damodar Reddy Memorial Hospital),9-2  Plot No: 3  Ramanthapur,,Telangana,Hyderabad,040 - 27038744 / 55 / 27,adrmhospital@yahoo.com,Yes
Advamed Hospital,Near Ganga Nursery  Near Chandigarh - Ambala Highway  Zirakpur,,Punjab,Mohali,,,Yes
Advance Mother And Child Care Center,67  Kalgidhar Enclave  Baltana  Zirakpur,,Punjab,Zirakpur,1762-530954,advancemother.childcare@gmail.com,Yes
Advanced Centre For Eyes,4-D  Kitchlu Nagar,,Punjab,Ludhiana,4634550/2304550/9781114678,advancedcentreforeyesludhiana@gmail.com,Yes
Advanced Eye Care Hospital,A22  Ruchika Market  Baramunda,,Odisha,Bhubaneswar,2355099,ADVANCEDEYECAREHOSPITAL@GMAIL.COM,No
Advanced Eye Hospital,431-R  MODEL TOWN MADAN CHOWK  NEAR BUS STAND  YAMUNA NAGAR,,Haryana,Yamunanagar,224777,,No
Advanced Eye Hospital & Institute,30  The Affaires ,,Maharashtra,Mumbai,67313636,CASHLESS@ADVANCEDEYEHOSPITAL.COM,Yes
Advanced Medical & Truma Hospital,opp.Axis Bank city chowk patna,,Bihar,Patna,7979057575,,No
Advanced Neurology And Superspeciality Hospital,D-358   Malviya Nagar  Jaipur,,Rajasthan,Jaipur,0141 - 2724258,advance_hospital@hotmail.com,No
Advanta Super Speciality Hospital,SILANI GATE,,Haryana,Jhajjar,252128,ADVANTAHEALTHCARE@GMAIL.COM,No
Advanta Super Speciality Hospital -Advanta Cancer Insitute,DEV COLONY DELHI ROAD,,Haryana,Rohtak,274858,sanjay@advantahealthcare.in,No
Adwita Hospital,Dak Banglow Road  Near SK Majila College,,Bihar,Begusarai,223017,HOSPITALADWITA@GMAIL.COM,No
Ag Eye Care Hospitals,No.106 R.K. Mutt Road Mylapore,,Tamil Nadu,Chennai,44-44431111,insurance.ageye@gmail.com,No
Agada Hospital,#8  Nair Road  T.Nagar,,Tamil Nadu,Chennai,44-28152604/ 08,insurance@agadahealthcare.net,Yes
Agadi Sunrise Hospital Pvt Ltd,savanoor road gulaganjikoppa laxmeshwara,,Karnataka,Gadag,9999999999,,No
Agape Hospital,Jeewangalam  Bagalur P.O,,Tamil Nadu,Hosur,4344-254521,AGAPEHOSUR@GMAIL.COM,No
Agarwal Clinic And Nursing Home,Mahesh Nagar  Nawabi Road  Haldwani  Nainital District,,Uttarakhand,Haldwani,05946-283334,agarwalclinic@yahoo.com,No
Agarwal Maternity And General Hospital,Sangharsh Chowk  Kharadi Road  Chandan Nagar  Pune - 411014,,Maharashtra,Pune,020 - 27010704,cashless@amgh.org,No
Agarwal Nursing Home,Salarpur Road,,Haryana,Kurukshetra,01744 - 290355 / 291155,anhkkr@gmail.com,No
Agarwals Eye Hospital,32 rayapandaram street near pushpa theater bus stop avinashi road tirpur,,Tamil Nadu,Tirupur,7338885278,,Yes
Agarwals Eye Hospital,No. 40 Partheon Road  Egmore,,Tamil Nadu,Egmore,44-28194001,egmore@dragarwal.com,Yes
Agash Nursing Home,234 GST ROAD CHROMPET  CH-44,,Tamil Nadu,Chennai,22381300,RAMESHCHITRA90@GMAIL.COM,No
Aggarwal Eye Hospital,102/5 Ketayun Mansion Shahji Raje Marg Koldongri  Andheri (East)  Mumbai- 400057,,Maharashtra,Mumbai,022 - 26824323,aggarwaleyehospital@gmail.com,Yes
Aggarwal Nursing Home,inside sultanwind gate  old lakkar mandi  near jallian wala bagh  amritsar,,Punjab,Amritsar,2548483,aggarwalhospital786@gmail.com,Yes
Agile Hospital,Joyanagar  Ghariali,,Assam,Guwahati,2235555/8888,agilehospitals@gmail.com,No
Agraseni Hospital,Door No 46-1  BKST-504  Sapthagiri Nagar ,,Andhra Pradesh,Kurnool,221239,AGRASENIHOSPITALINSURENCE@GMAIL.COM,No
Agrawal Eye Hospital,Maharaja Apt  1st Floor  S.V Road  Opp. Malad Telephone Exc,,Maharashtra,Mumbai,022 - 28820900 / 2881730 / 32974585 / 28813097,drshyamagrawal12@gmail.com,Yes
Agrawal Eye Hospital,61  Shivaji Road,,Uttar Pradesh,Meerut,0121 - 2640646/2650642/9719843433,dr_shishir@vsnl.com,No
Agrawal Eye Institute,A-235 Shivalik  Malviya Nagar,,Delhi,New Delhi,011 - 26680397,dr_shishir@vsnl.com,Yes
Agrawal Hospital,E-3/15 Arera Colony Near Habib Ganj  Railway Crossing Bhopal,,Madhya Pradesh,Bhopal,0755 - 4283383 / 4278190,info@agrawalhospital.com,No
Agrawal Hospital,Opp. Rajkumar College Complex  Near Dhuppad Petrol Pump  Ge Road,,Chattisgarh,Raipur,0771 - 2259900 / 2255898,agrawalhospital.corporate@gmail.com,No
Agrawal Hospital,5th Lane  Kalichanda Centre  Station Road,,Gujarat,Patan,231601,dratulagrawal@yahoo.co.in,No
Agrawal Hospital,Park Plaza City  S.M. Road Tonk,,Rajasthan,Tonk,1432-253903,hospitaltonkagrawal@gmail.com,No
Agrawal Orthopaedic Hospital,Jubilee Road,,Uttar Pradesh,Gorakhpur,551-2333102,,No
Agrim Hospital,P No 21   Rvindrapuri Extension Durgakund Lanka Road   Varanasi,,Uttar Pradesh,Varanasi,,,No
Ahalia Foundatioin Eye Hospital,# 120  Kanal Pirivu  Near Walayar,,Kerala,Palakkad,"0492-3225052, 09995240850",corpservice@afeh.org,No
Ahalia Foundation,Pulimooti Park Avenue,,Kerala,Kayamkulam,24459715,kyklm@afeh.org,No
Ahalia Foundation Eye Hospital,Near Municipalty Calicut Road,,Kerala,Manjeri,2767192,admnmanjeri@afeh.org,No
Ahalia Foundation Eye Hospital,Soloz Arcade NH Road Opp LIC,,Kerala,Attingal,2620990,attingal@afeh.org,No
Ahalia Foundation Eye Hospital,THELLAKOM,,Kerala,Kottayam,,,No
Ahalia Foundation Eye Hospital,Thekkemuriyil Arcade  College Road   Pathanamthitta,,Kerala,Pathanamthitta,2224240,pta@afeh.org,No
Ahalia Foundation Eye Hospital,Karimbanapalam,,Kerala,Vadakara,2517757,admnvadakara@afeh.org,No
Ahalia Foundation Eye Hospital,5TH FLOOR  THRISSUR TRADE CENTRE,,Kerala,Thrissur,2428740,afehtcr@afeh.org,No
Ahalia Foundation Eye Hospital,NEW BUS STAND KALPETTA,,Kerala,Kalpetta,6206032 / 33,kalpetta@afeh.org,No
Ahalia Foundation Eye Hospital,Potten Street North Paravur,,Kerala,N.Paravur,2441947,paravur@afeh.org,No
Ahalia Foundation Eye Hospital,Kalpaka Street Mele Pattambi,,Kerala,Pattambi,2210666/2210777/9496396714,corpservice@afeh.org,No
Ahalia Foundation Eye Hospital,Ktm Plaza  Mannarkkad,,Kerala,MANNARKKAD,,,No
Ahalia Foundation Eye Hospital,A.C. Road Peruna,,Kerala,Changanassery,2421200,chry@afeh.org,No
Ahalia Foundation Eye Hospital,THAVANOOR ROAD PONNANI,,Kerala,Tanur,,,No
Ahalia Foundation Eye Hospital,Kattungachira  Irinjalakuda North,,Kerala,Irinjalakuda,2833434,ijk@afeh.org,No
Ahalia Foundation Eye Hospital,Velloorkunnam,,Kerala,Muvattupuzha,225000,mvpa@afeh.org,No
Ahalia Foundation Eye Hospital,Rv's Arcade  Nr. Ulloor Bridge  Medical College (Po),,Kerala,Thiruvananthapuram,2449970,tvm@afeh.org,No
Ahalia Foundation Eye Hospital,Towns Ville  Edarikkode (Po)  Changuvetty,,Kerala,Kottakkal,2751228,ktkal@afeh.org,No
Ahalia Foundation Eye Hospital,Chemmattam Vayal  Opp. District Hospital,,Kerala,Kanhangad,2200844,kanhangad@afeh.org,No
Ahalia Foundation Eye Hospital,Puthiya Road Junction  Nh Bye Pass  Palarivattom,,Kerala,palarivattom,2346555,ekm@gmail.com,No
Ahalya Devi Nursing Home,16-1-712  Near Nehru Statue  Trunk Road  Nellore  Nellore,,Andhra Pradesh,Nellore,08612 - 344545,drgashok9@yahoo.co.in,No
Ahalya Nursing Home,12-10-16/A  Shivalayam Street ,,Andhra Pradesh,Guntur,0863-6450135,AHALYANURSINGHOME@YAHOO.COM,No
Ahana Hospitals Llp,No.11 Subburam street Gandhi nagar Near V mass hotel,,Tamil Nadu,Madurai,2533444,INFO@AHANAHOSPITALS.IN,No
Ahluwalia Hospital,412-Nemichand street  Ramsagar Para  Near Prabhat Cinema,,Chattisgarh,Raipur,9610140502/8103128515,DRGAURAVAHLUWALIA@GMAIL.COM,No
Ahmednagar Apex Multispeciality Hospital (No cashless for NIC & UIIC),Infront of ICICI Bank  Nagar Manmad Road Savedi  Ahmednagar-414003,,Maharashtra,Ahmednagar,2426090 / 2553332,TRUSTBESTAPEX@GMAIL.COM,No
Ahooja Eye And Dental Institute,560/1  Dayanand Colony   New Railway Road  Opp Bhim Nagar,,Haryana,Gurgaon,0124 - 2321234,hahooja@gmail.com,Yes
Ahuja Eye Centre,AG-11  Shalimar Bagh   Main Ring Road Delhi,,Delhi,New Delhi,11-27470787,ahujaeyedentalcentre@gmail.com,Yes
Ahuja Hospital,SANOLI ROAD PANIPAT,,Haryana,Panipat,2697820,AHUJAHOSPITAL@YAHOO.COM,No
Ahuja Laser Eye Centre,212  Parmanand colony delhi,,Delhi,New Delhi,27608817/27608818,AHUJALASEREYECENTRE@GMAIL.COM,Yes
Aig Hospitals (A Unit Of Asian Institute Of Gastroenterology Pvt. Ltd)(Cashless only for Pvt insurers),Plot No 2/3/4/5  Survey No 136/1  Mind Space Road ,,Telangana,Hyderabad,42444222,INFO@AIGHOSPITALS.COM,Yes
Aimc Bassi Hospital,200  Tagore Nagar  Opp Postal Colony,,Punjab,Ludhiana,0161 - 4633160 / 2303160 / 9814028889,aimcbassihospital@yahoo.co.in,Yes
Aims,anjaiah road  ongole,,Andhra Pradesh,Ongole,,,No
Aims Hospital And Research Center,S. No.154 Near Marutrao Gaikwad Garden  Parihar Chowk  Aundh,,Maharashtra,Pune,25801000/25801018,msaimspune@gmail.com,Yes
Airmid Hospital,Samaypur Main Market,,Delhi,New Delhi,27837011,,Yes
Aishwariya Medical Foundation,No. 3  Iyyappa Nagar 200 Ft. Road Kolathur (Senthil Nagar Signal),,Tamil Nadu,Chennai,44-26501434,amfinsurance@gmail.com,No
Aishwaryam Speciality Hospital,114/1  BANGALORE BYE-PASS ROAD  NEAR AVR ROUNDTANA  SALEM-636 005,,Tamil Nadu,Salem,427-2777555,aishwaryamhr12@gmail.com,Yes
Aiswarya Hospital,No:65-A/291  Melpatti Ponnappan Street  Perambur,,Tamil Nadu,Chennai,42661630,AISWARYAHOSPITAL2013@GMAIL.COM,No
Aj Hospital,45  Vandipettai Street  Police Line  Mannaparai,,Tamil Nadu,Trichy,04332-260969,DRARIVUAJ@GMAIL.COM,No
Ajanta Hospital And Ivf Centre Pvt Ltd,#765  Abc Complex  Kanpur Road  Alambagh,,Uttar Pradesh,Lucknow,0522 - 2462335 / 2509681 / 2465107 / 4032888,tpa@ajantahospital.com,No
Ajay Hospital,Behind Jilla Sahakari Bank Near Shree Cold Sanjeet Road Mandsaur,,Madhya Pradesh,Mandsaur,495060/400955/9425924343,,No
Ajay Hospitals,1-3-40 near LIC building Islampura bhongir,,Telangana,Nalgonda,9160070777,,No
Ajwani Eye Hospital P Ltd,115  Berasaia Road  115  Berasaia Road,,Madhya Pradesh,Bhopal,0755 - 2745400 / 700 / 800,ajwanieyehosp@yahoo.co.in,No
Akal Eye Hospital And Lasik Laser Centre,606  R   Mall Road   Model Town,,Punjab,Jalandhar,0181 - 2273606,akaleyejal@yahoo.co.in,No
Akansha Orthopaedic Centre,5a-2  Vigyan Nagar  T.L.Chauraha  Near By Commerce College  Kota,,Rajasthan,Kota,0744 - 2421369 / 2432656,vikas_pooja01@rediffmail.com,No
Akash Multispecialty Hospital,opposite Radha swami satsang bhawan  pinjore road  Nalagrah,,Himachal Pradesh,Nalagarh,9318060013,SREERAJKUMAR999@GMAIL.COM,No
Akashdeep Hospital,MAJITHA ROAD  BYE PASS  OPP. M.B. POLYTECHNICAL COLLEGE  AMRITSAR.,,Punjab,Amritsar,9646664194,INFO.AKASHDEEPHOSPITAL@GMAIL.COM,Yes
Akashdeep Netralay,Plot No. 39  Yeshwant Housing Society,,Maharashtra,Miraj,233-2211675,support@akashdeepnetralay.com,No
Akbar Eye Hospital Phaco And Laser Center,12-2-831/87  S S Towers Mehdipatnam Hyderabad,,Telangana,Hyderabad,040 - 66362660,akbareye@rediffmail.com,Yes
Akhila Eye Hospital- A Unit Of M&M Health Care Services,11-4-49 & 49A  Dr Harish Marg,,Telangana,Khammam,08742 - 232423 / 232424,INFO@AKHILAEYE.IN,No
Akira Eye Hospital,Aryapuram  Aryapuram,,Andhra Pradesh,Rajahmundry,0883 - 2471147,akiraeyehospital@yahoo.in,No
Akola Accident Hospital,Laxmi Nagar  Opp.Govt. Milk Scheme 446 Akola,,Maharashtra,Akola,0724 - 2458084,drahpatil@gmail.com,No
Akolkar Hospital,BURUDGAON ROAD  NEAR I.T.I. AHMEDNAGAR.,,Maharashtra,Pune,2345035,,No
Aksha Eye Hospital,3RD FLOOR  THE ADDRESS  OPPOSITE SILVER HEIGHTS,,Delhi,Rajkot,7574056000,BHUMIMERJA21893@GMAIL.COM,No
Akshar Hospital,9  Gurudutt Complex  Nr Vejalpur Bus Stand  Vejalpur  Ahmedabad,,Gujarat,Ahmedabad,8511557873,cashlessakshar@gmail.com,Yes
Akshara Eye Hospital,S.V. Arcade  Devarachikkana Halli Road,,Karnataka,Bengaluru,080-42188890,enquiry@aksharaeyehospitals.com,Yes
Akshat Seva Hospital,YARPUR PATNA,,Bihar,Patna,2243261/2242121,,No
Akshay Childrens Hospital And Maternity Home,Balikashram Road,,Maharashtra,Ahmednagar,0241 - 2325739,ugitay@yahoo.in,No
Akshay Eye Clinic,KK House  Plot No 213/A Old panvel,,Maharashtra,Kharghar,9324062803,AKSHAYEYECLINICTPA@GMAIL.COM,No
Akshaya Global Hospital,OPP SRI RAMA KALYANA MANTAP  CHALLEKERE ROAD  CHITRADURGA,,Karnataka,Chitradurga,08194-230378/9845200810,SUJAYAKSHA@YAHOO.IN,No
Akshaya Hospital,#11  Rishi Nagar ,,Madhya Pradesh,Bhopal,4029300,AKSHAYAHOSPITALBPL@REDIFFMAIL.COM,No
Akshaya Hospital,K K road  Kadavanthra,,Kerala,Ernakulam-Cochin,2206487,akshayahospital@gmail.com,No
Akshaya Nethralaya,#227/A  Bcehbcs Layout  Vidyagiri Layout  Nagarbhavi Circle,,Karnataka,Bengaluru,080 - 22710726,bhushanr1@rediffmail.com,Yes
"Akshita Hospital ,",Akshita Hospital   3rd street  Childrens Park Rd  Jagadish Nagar  Nellore  Andhra Pradesh 524002,,Andhra Pradesh,Nellore,,,No
Al - Arif Hospital,Ambalathara  Thiruvananthapuram - 26,,Kerala,Thiruvananthapuram,0471 - 2381715 / 2381679 / 2380917,alarif@mhtrust.com,No
Al Salama Eye Hospital Limited,Hospital Road  Rerinthalmanna,,Kerala,Perinthalmanna,4933-393123,INSURANCE@ALSALAMA.ORG,No
Alaknanda Hospital Pvt.Ltd Varanasi,PLOT NO 21 RAVINDRAPURI DURGAKUND VARANASI,,Uttar Pradesh,Varanasi,112315491,,No
Alam Hospital And Research Centre,Booty Road  Ranchi -  Bariatu 834009,,Jharkhand,Ranchi,0651 - 2547233 / 09204792423,alam_hospital@rediffmail.com,No
Alatkar Hospital,Bhosale Garden  Opp  111 Bus Stop,,Maharashtra,Pune,020 - 26815836,alatkarhospitalpune@gmail.com,No
Alavi Multi Speciality Hospital,OPP SHAH THEATRE  HMT ROAD,,Telangana,Hyderabad,040-48529922,,Yes
Alberta International Eye Hospital (A Unit Of Yashvedh Health Care Services),D.No 69-18-2/1  Revenue Ward No 29,,Andhra Pradesh,Kakinada,2344255 / 2366255,YVHSKKD@GMAIL.COM,No
Alchemist Hospital,Sector-21 Pachkula,,Haryana,Panchkula,0172 - 4500000,corporate@alchemisthospitals.com,Yes
Alexis Multispeciality Hospital Private Limited,Plot No.1313  Survey No 232  Koradi Road Mankapur,,Maharashtra,Nagpur,7120000,ibackoffice@alexishospital.com,No
Alkari Devi Hospital,r.k nagar nawadih ,,Jharkhand,Dhanbad,0,,No
All Asia Medical Institute,8b Garcha 1st Lane,,West Bengal,Kolkata,33-40012200,tpaaami@gmail.com,Yes
All Cure Hospital,Kesar Plaza  Caves Road  Station Road  Jogeshwari (E),,Maharashtra,Mumbai,28393738,dr.kulkarni.hospital@gmail.com,Yes
All For Eyes,B2  18/1 ,,Maharashtra,Kharghar,27669993,ALLFOREYESCLINIC@GMAIL.COM,Yes
All Is Well Multispeciality Hospital,Near Macro Vision Academy Mohammadpura,,Madhya Pradesh,Burhanpur,7697744444,,No
Alliance Hospital,C 20/1-73  Ramakant Nagar Colony,,Uttar Pradesh,Varanasi,2401824,DRJAVED_VNS@REDIFFMAIL.COM,No
Alliance Multispeciality Hospital,14/41/2 behind suraj gas godown chandur road ,,Maharashtra,ICHALKARANJI,2435001,alliancemhtpa@gmail.com,No
Almas Hospital,Changuvetty  Kottakkal,,Kerala,Malapuram,483-2809100,almasinsurance10@gmail.com,No
Alo Eye Care,DG-20/1  Action Area-1D  Premises No. 07/0327  New town,,West Bengal,Kolkata,9007377999,,Yes
Alok Hospital,B-1/121  A.P. Assi Varanasi,,Uttar Pradesh,Varanasi,0542 - 2313187 / 9415226721 / 9935957990,alokhospital2016@gmail.com,No
Alolika Nursing Home,Lokepur  Kenduadihi,,West Bengal,Bankura,7797776555,ALOLIKAEYECARE@GMAIL.COM,No
Alpha Ent,Deshabhimani Rd  Kaloor  Ernakulam,,Kerala,Ernakulam-Cochin,0484 - 2408429,alphanoushada@gmail.com,No
Alphonsa Eye Hospital,Olickal Building  Vellapadu  Pala P.O,,Kerala,Pala,212056/9287212056,aehpala@gmail.com,No
Alpine Superspeciality Hospital Aurangabad,IN FRONT OF MIT COLLEGE  BESIDE CENTRAL BANK  BEED BY PASS ROAD  AURANGABAD,,Maharashtra,Aurangabad,2377288,,No
Alsalama Eye Hospital,Arayadathupalam Junction  Near Baby Memorial Hospital  Calicut,,Kerala,Calicut,0495 - 3930136,CALICUT@ALSALAMA.ORG,No
Altis Multispeciality Hospital,332-A&B lajpat nagar  jalandhar city panjab,,Punjab,Jalandhar,5080500,altismulti@gmail.com,Yes
Altius Maharaja Aggarsain Panipat,Near Devi Mandir,,Haryana,Panipat,0180 - 2697018,cygnusmedicare@gmail.com,No
Alva Hospital Pvt Ltd,74/A-2   Meenkarai Road  Ambarampalayam  Pollachi (Tk),,Tamil Nadu,Pollachi,04259 - 94432 30500,alvahospital@yahoo.com,Yes
Amala Cancer Hospital And Research Centre,Amala Nagar  Thrissur,,Kerala,Thrissur,0487 - 2304000,insurance@amalaims.org,No
Amala Nursing Home,Karbala More  Chinsurahvivekananda Road  Po+Dist -Hoogly  Hooghly,,West Bengal,Hoogly,033 - 26802873,suvapran@amala.org.in,No
Amaltas Institute Of Medical Sciences,VILLAGE BANGAR DEWAS UJJAIN HIGHWAY,,Madhya Pradesh,Dewas,4215858,,No
Aman Hospital,15  SHASHWAT OPP E S I HOSPITAL  GOTRI ROAD,,Gujarat,Vadodara,9904402122,amankhanna1974@gmail.com,No
Amandeep Hospital,G T Road  Model Town,,Punjab,Amritsar,0183-2400693 /9876002746,amandeepinsurance@gmail.com,Yes
Amandeep Hospital Pathankot,Dachousie Road Mamoon ,,Punjab,Pathankot,9592637036,ahpathankot.insurance@gmail.com,No
Amandeep Medicity,NEAR. NOVELTY CHOWK   MALL ROAD  AMRITSAR  PINCODE - 143001,,Punjab,Amritsar,0183-5051616,amandepepmedicity@gmail.com,Yes
Amar Hospital,Sector - 70  Sas Nagar  Mohali,,Punjab,Mohali,0172 - 5037683 / 5063943,amar_hosp@yahoo.com,Yes
Amar Hospital,Income Tax Office Road,,Punjab,Patiala,2222002,echs@amarhospital.com,No
Amar Hospital,Plot No 27  Sector 10 Ganesh Visarjan Talao Road Kalamboli,,Maharashtra,Nerul,022-27425090 / 5062,amarhospital2014@gmail.com,No
Amar Hospital,Near Chhatriya Bus Stand  Fatehpur - Shekhawati  Distt. - Sikar (Raj.),,Rajasthan,Sikar,"232323, 8696822323",,No
Amar Leela Hospital Pvt Ltd,B-1/6  Janakpuri  New Delhi,,Delhi,New Delhi,011 - 45663333 / 25537965 / 25537966 / 51570109,amarleela_hospital@yahoo.co.in,Yes
Amar Medical And Research Centre,Kiran Path   Mansarovar,,Rajasthan,Jaipur,0141 - 2391892 / 2390787,bhardwaj.yash@gmail.com,Yes
Amar Orthopaedic Hospital,1ST LINE GUNTURUVARI THOTA OPP SATTE BANK OF TRANVECORE,,Andhra Pradesh,Guntur,2225751,amarhospitals1@gmail.com,No
Amara Hospital,7-3-166 kadapa-highway karakambadi tirupati,,Andhra Pradesh,Tirupati,,,No
Amaravathi Eye Hospital,Plot No: 29-14-45  Sri Guru Residency  Prakasham Road,,Andhra Pradesh,Vijayawada,2437111,CLAIMS.AMAVARATIEYEHOSPITAL@GMAIL.COM,No
Amaravathi Hospital,New No 74  Ramanujam Nagar  Karur,,Tamil Nadu,Karur,04324 - 231333 / 231222,amaravathihospital@gmail.com,No
Amaravathi Hospital,Near Vegetable Market  Church Road  Guduru Nellore,,Andhra Pradesh,Gudur,8624250055,,No
Amaravathi Institute Of Medical Science,Old Club Road  Kothapet   Guntur Andhra Pradesh  Guntur,,Andhra Pradesh,Guntur,0863 - 2256688,aimshospital2002@gmail.com,No
Amardeep Eye Care,Gn Pii Tc 5/608  Opp Police Station   Peroorkada,,Kerala,Thiruvananthapuram,0471 - 2439265,amardeepeye@yahoo.com,No
Ambade Eye Hospital,1ST FLOOR KAMLA TOWER,,Maharashtra,Nagpur,9823178466,DR_AJAYAMBADE@REDIFFMAIL.COM,No
Ambay Eye Care & Laser Centre,917  MAIN GILL ROAD  NEAR STREET NO-6  DASHMESH NAGAR,,Punjab,Ludhiana,4602474,AEMC04@YAHOO.CO.IN,Yes
Ambay Hospital,No. 1  Lajpat Nagar  Sahibabad  Near St. Thomas School,,Uttar Pradesh,Ghaziabad,9310408164,drtcsharmasgn@gmail.com,Yes
Ambika Eye Care,27  Maulana Abul Kalam Azad Road  Ambika Point,,West Bengal,Howrah,26667258/59/9831089999,AMBIKAEYE.TPA@BALASARIAGROUP.COM,No
Ambika Eye Hospital,Aum Medical Center  Opp Dr. T.I. Patel Clinic  Radhanpur,,Gujarat,Mehsana,9909972950,,Yes
Amcare Hospital,VIP ROAD   NEAR METRO CASH AND CARRY MALL  ZIRAKPUR,,Punjab,Zirakpur,7087000200,tpa@amcarehospital.com,Yes
Amee Multispeciality Hospital,Beside Prime Center Desai Vago,,Gujarat,Nadiad,2560234/235,AMIHOSPITAL14@GMAIL.COM,No
Ameelio Hospital (A Unit Of Surakshitha Health Care Pvt. Ltd.),51/15-A-H-1,,Andhra Pradesh,Kurnool,08518-257259,AMEELIOHOSPITALINSURANCE@GMAIL.COM,No
Ameen Multi Speciality Hospital,21/632  OPP OLD MUNICIPAL OFFICE,,Andhra Pradesh,Kadapa,08562-244478,,No
Amena Khatun General Hospital,OPP. SONAL CINEMA  SARKHEJ ROAD  AHMEDABAD,,Gujarat,Ahmedabad,26823521,,Yes
American Oncolgy Institute,At Citizens Hospital Nallagandla  Serilingam Pally,,Telangana,Hyderabad,40-67199999,insurance@americanoncology.com,No
American Oncology Institute,D.NO: 18-08 PEDA KAKANI,,Andhra Pradesh,Guntur,32556162,,No
American Oncology Institute,ACHARYA SHRI CHANDE COLLEGE OF MEDICAL SCIENCE,,Jammu Kashmir,Jammu,889-9002304,,No
American Oncology Institute (A Unit Of Cancer Treatment Services Hyd.Pvt. Ltd),#6-224/2  NRI hospital campus  China kakani  Mangalagiri ,,Andhra Pradesh,Guntur,08645 - 304050 / 7330691916,AOICORP.AP@AMERICANONCOLOGY.COM,No
